pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,releasedate
BD-08 2823 c,BD-08 2823,1,1,2,Radial Velocity,2009,237.60000000,1.50000000,-1.50000000,0,0.680000,0.020000,-0.020000,0,0.190000,0.090000,-0.090000,0,,,,,K3 V,4746.00,63.00,-63.00,0,,,,,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689,41.3342000,0.0685000,-0.0682000,9.8600000,0.0300000,-0.0300000,2014-05-14
BD-10 3166 b,BD-10 3166,1,1,1,Radial Velocity,2000,3.48777000,0.00011000,-0.00011000,0,0.040000,0.000000,0.000000,0,0.020000,0.020000,-0.020000,0,,,,,,5393.00,44.00,-44.00,0,0.91,0.04,-0.04,0,10h58m28.59s,164.6191243,-10d46m13.52s,-10.7704227,84.4069000,0.3537000,-0.3508000,10.0130000,0.0070000,-0.0070000,2018-09-06
BD-11 4672 b,BD-11 4672,1,1,2,Radial Velocity,2014,1634.00000000,13.00000000,-14.00000000,0,2.360000,0.040000,-0.040000,0,0.050000,0.050000,-0.030000,0,,,,,,4550.00,110.00,-110.00,0,0.64,0.02,-0.02,0,18h33m28.53s,278.3688659,-11d38m13.37s,-11.6370481,27.1665000,0.0346000,-0.0346000,10.0300000,0.0300000,-0.0300000,2020-07-23
BD-11 4672 c,BD-11 4672,1,1,2,Radial Velocity,2020,74.20000000,0.06000000,-0.08000000,0,0.300000,0.010000,-0.010000,0,0.400000,0.130000,-0.150000,0,,,,,,4550.00,110.00,-110.00,0,0.64,0.02,-0.02,0,18h33m28.53s,278.3688659,-11d38m13.37s,-11.6370481,27.1665000,0.0346000,-0.0346000,10.0300000,0.0300000,-0.0300000,2020-07-23
BD-13 2130 b,BD-13 2130,1,1,1,Radial Velocity,2007,714.29999000,5.30000000,-5.30000000,0,1.660000,0.120000,-0.120000,0,0.210000,0.070000,-0.070000,0,,,,,,4545.00,71.00,-71.00,0,19.17,4.96,-4.96,0,07h37m09.23s,114.2884692,-13d54m24.01s,-13.9066703,925.2140000,41.2110000,-41.2110000,10.0380000,0.0090000,-0.0090000,2018-09-06
BD-14 3065 b,BD-14 3065 A,1,3,1,Transit,2024,4.28897310,0.00000520,-0.00000520,0,0.065600,0.002600,-0.002600,0,0.066000,0.009800,-0.011000,0,2001,31,-31,0,,6935.00,90.00,-90.00,0,2.35,0.08,-0.08,0,10h14m40.72s,153.6696689,-15d38m34.21s,-15.6428372,589.4230000,16.5990000,-15.7290000,11.1000000,0.0130000,-0.0130000,2024-06-25
BD-17 63 b,BD-17 63,1,1,1,Radial Velocity,2008,655.57000000,0.58000000,-0.58000000,0,,,,,0.543900,0.005200,-0.005200,0,,,,,,,,,,,,,,00h28m33.92s,7.1413494,-16d13m38.37s,-16.2273254,34.4603000,0.0929000,-0.0924000,9.6200000,0.0300000,-0.0300000,2024-09-13
BD-210397 b,BD-210397,1,1,2,Radial Velocity,2023,1891.00000000,56.00000000,-48.00000000,0,2.630000,0.060000,-0.050000,0,0.100000,0.100000,-0.100000,0,,,,,K7 V,4051.00,239.00,-239.00,0,0.75,0.09,-0.09,0,02h13m12.58s,33.3024198,-21d11m46.37s,-21.1962147,23.7324000,0.0228000,-0.0227000,9.8400000,0.0300000,-0.0300000,2023-06-27
BD-210397 c,BD-210397,1,1,2,Radial Velocity,2023,6240.00000000,151.00000000,-156.00000000,0,5.900000,0.100000,-0.100000,0,0.430000,0.050000,-0.050000,0,,,,,K7 V,,,,,,,,,02h13m12.58s,33.3024198,-21d11m46.37s,-21.1962147,23.7324000,0.0228000,-0.0227000,9.8400000,0.0300000,-0.0300000,2023-09-05
Barnard b,Barnard's star,1,1,1,Radial Velocity,2024,3.15330000,0.00060000,-0.00060000,0,0.022940,0.000330,-0.000330,0,0.160000,,,1,400,7,-7,0,M3.5-4 V,3195.00,28.00,-28.00,0,0.18,0.01,-0.01,0,17h57m47.67s,269.4486144,+04d44m16.73s,4.7379808,1.8265500,0.0009750,-0.0009750,9.5400000,0.1000000,-0.1000000,2024-10-08
CD Cet b,CD Cet,1,1,1,Radial Velocity,2020,2.29070000,0.00012000,-0.00012000,0,0.018500,0.001300,-0.001300,0,,,,,464,18,-18,0,M5.0 V,3130.00,51.00,-51.00,0,0.17,0.01,-0.01,0,03h13m24.72s,48.3530155,+04d46m30.68s,4.7751881,8.6071500,0.0065800,-0.0065800,13.9500000,0.2000000,-0.2000000,2021-11-02
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1,1,Imaging,2011,10037.50000000,2737.50000000,-2737.50000000,0,2.600000,0.300000,-0.300000,0,,,,,370,40,-40,0,,580.50,24.50,-24.50,0,,,,,14h58m29.00s,224.6208333,+10d13m43.0s,10.2286111,,,,,,,2014-05-14
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1,1,1,Imaging,2021,8040000.00000000,470000.00000000,-470000.00000000,0,200.000000,6.000000,-6.000000,0,,,,,1800,40,-40,0,M9-L1,2320.00,40.00,-40.00,0,0.24,0.01,-0.01,0,16h27m44.23s,246.9342770,-23d58m52.14s,-23.9811500,,,,,,,2021-05-17
CHXR 73 b,CHXR 73,1,1,1,Imaging,2006,,,,,210.000000,,,0,,,,,,,,,M3.5,,,,,,,,,11h06m28.66s,166.6193985,-77d37m33.14s,-77.6258725,190.3740000,6.6470000,-6.2200000,,,,2014-05-14
CI Tau c,CI Tau,1,1,1,Radial Velocity,2024,25.20000000,1.70000000,-1.80000000,0,0.170000,0.080000,-0.080000,0,0.580000,0.050000,-0.060000,0,,,,,,,,,,,,,,04h33m52.02s,68.4667685,+22d50m29.83s,22.8416192,157.9980000,1.1980000,-1.1800000,13.6420000,0.1720000,-0.1720000,2024-04-05
COCONUTS-2 b,COCONUTS-2 A,1,1,1,Imaging,2021,402000000.00000000,470000000.00000000,-100000000.00000000,0,7506.000000,5205.000000,-2060.000000,0,,,,,434,9,-9,0,M3 V,3406.00,69.00,-69.00,0,0.39,0.01,-0.01,0,07h49m12.22s,117.3009140,-76d42m09.71s,-76.7026960,10.8864000,0.0041000,-0.0042000,11.2980000,0.0270000,-0.0270000,2021-08-16
CT Cha b,CT Cha,1,1,1,Imaging,2007,,,,,440.000000,,,0,,,,,2600,250,-250,0,,,,,,,,,,11h04m09.00s,166.0375038,-76d27m19.33s,-76.4553693,190.7200000,0.7780000,-0.7710000,12.3350000,0.0690000,-0.0690000,2014-05-14
CoRoT-1 b,CoRoT-1,1,1,1,Transit,2008,1.50895570,0.00000640,-0.00000640,0,,,,,0.000000,,,0,1898,50,-50,0,G0 V,5950.00,150.00,-150.00,0,1.11,0.05,-0.05,0,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,787.9090000,23.4910000,-23.4910000,13.6230000,0.1140000,-0.1140000,2014-05-14
CoRoT-10 b,CoRoT-10,1,1,1,Transit,2010,13.24060000,0.00020000,-0.00020000,0,0.105500,0.002100,-0.002100,0,0.530000,0.040000,-0.040000,0,600,23,-23,0,K1 V,5075.00,75.00,-75.00,0,0.79,0.05,-0.05,0,19h24m15.28s,291.0636813,+00d44m45.65s,0.7460143,338.3860000,3.9865000,-3.9865000,15.2930000,0.1370000,-0.1370000,2014-05-14
CoRoT-11 b,CoRoT-11,1,1,1,Transit,2010,2.99433000,0.00001100,-0.00001100,0,0.043600,0.005000,-0.005000,0,0.000000,,,0,1657,55,-55,0,F6 V,6440.00,120.00,-120.00,0,1.37,0.03,-0.03,0,18h42m44.95s,280.6872998,+05d56m15.57s,5.9376586,655.0370000,24.9470000,-23.2090000,12.8970000,0.1140000,-0.1140000,2014-05-14
CoRoT-12 b,CoRoT-12,1,1,1,Transit,2010,2.82804200,0.00001300,-0.00001300,0,0.040160,0.000930,-0.000920,0,0.070000,0.063000,-0.042000,0,1442,58,-58,0,,5675.00,80.00,-80.00,0,1.12,0.10,-0.09,0,06h43m03.76s,100.7656871,-01d17m47.20s,-1.2964437,1126.3700000,55.7450000,-55.7450000,15.5880000,0.1830000,-0.1830000,2014-05-14
CoRoT-13 b,CoRoT-13,1,1,1,Transit,2010,4.03519000,0.00003000,-0.00003000,0,0.051000,0.003100,-0.003100,0,0.000000,,,0,1700,,,0,G0 V,5945.00,90.00,-90.00,0,1.01,0.03,-0.03,0,06h50m53.07s,102.7211432,-05d05m11.24s,-5.0864557,1148.9300000,62.1200000,-56.1500000,15.0050000,0.2970000,-0.2970000,2014-05-14
CoRoT-14 b,CoRoT-14,1,1,1,Transit,2010,1.51214000,0.00013000,-0.00013000,0,0.027000,0.002000,-0.002000,0,0.000000,,,0,1952,66,-66,0,F9 V,6035.00,100.00,-100.00,0,1.21,0.08,-0.08,0,06h53m41.81s,103.4242023,-05d32m09.74s,-5.5360385,1744.6000000,173.0300000,-144.9000000,15.9320000,0.2060000,-0.2060000,2014-05-14
CoRoT-16 b,CoRoT-16,1,1,1,Transit,2011,5.35227000,0.00020000,-0.00020000,0,0.061800,0.001500,-0.001500,0,0.330000,0.090000,-0.100000,0,,,,,G5 V,5650.00,100.00,-100.00,0,1.19,0.14,-0.13,0,18h34m05.92s,278.5246658,-06d00m09.37s,-6.0026026,732.4090000,35.3440000,-32.2820000,16.0520000,0.2170000,-0.2170000,2014-05-14
CoRoT-17 b,CoRoT-17,1,1,1,Transit,2011,3.76810000,0.00030000,-0.00030000,0,0.046100,0.000800,-0.000800,0,0.000000,,,0,1626,31,-31,0,G2 V,5740.00,80.00,-80.00,0,1.59,0.07,-0.07,0,18h34m47.82s,278.6992360,-06d36m44.24s,-6.6122880,1176.1200000,57.1700000,-52.1900000,16.2900000,0.3200000,-0.3200000,2014-05-14
CoRoT-18 b,CoRoT-18,1,1,1,Transit,2011,1.90006930,0.00000280,-0.00000280,0,0.029500,0.001600,-0.001600,0,0.080000,,,1,1550,90,-90,0,G9 V,5440.00,100.00,-100.00,0,1.00,0.13,-0.13,0,06h32m41.38s,98.1724172,-00d01m53.78s,-0.0316045,764.8890000,27.6140000,-25.7840000,14.8680000,0.1720000,-0.1720000,2014-05-14
CoRoT-19 b,CoRoT-19,1,1,1,Transit,2011,3.89713000,0.00002000,-0.00002000,0,0.051800,0.000800,-0.000800,0,0.047000,0.045000,-0.045000,0,2000,150,-150,0,F9 V,6090.00,70.00,-70.00,0,1.65,0.04,-0.04,0,06h28m08.06s,97.0335983,-00d10m14.63s,-0.1707293,790.6630000,26.7370000,-25.0710000,14.1350000,0.1490000,-0.1490000,2014-05-14
CoRoT-2 b,CoRoT-2,1,2,1,Transit,2008,1.74299350,0.00000100,-0.00000100,0,0.027980,0.000760,-0.000800,0,0.014300,0.007700,-0.007600,0,,,,,,5625.00,120.00,-120.00,0,0.91,0.03,-0.03,0,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634,213.2830000,2.4850000,-2.4300000,12.5160000,0.0920000,-0.0920000,2014-05-14
CoRoT-20 b,CoRoT-20,1,1,2,Transit,2011,9.24285000,0.00030000,-0.00030000,0,0.090000,0.002000,-0.002000,0,0.590000,0.020000,-0.020000,0,,,,,,,,,,,,,,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,844.0610000,24.1710000,-22.8830000,14.6300000,0.0920000,-0.0920000,2018-07-19
CoRoT-20 c,CoRoT-20,1,1,2,Radial Velocity,2018,1675.00000000,19.00000000,-17.00000000,0,2.900000,0.070000,-0.070000,0,0.600000,0.030000,-0.030000,0,,,,,,,,,,,,,,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,844.0610000,24.1710000,-22.8830000,14.6300000,0.0920000,-0.0920000,2018-07-19
CoRoT-21 b,CoRoT-21,1,1,1,Transit,2012,2.72474000,0.00014000,-0.00014000,0,0.041700,0.001100,-0.001100,0,0.000000,,,0,,,,,F8 IV,6200.00,100.00,-100.00,0,1.95,0.21,-0.21,0,06h44m12.63s,101.0526207,-00d17m56.96s,-0.2991544,,,,16.0580000,0.4350000,-0.4350000,2018-12-06
CoRoT-22 b,CoRoT-22,1,1,1,Transit,2014,9.75598000,0.00011000,-0.00011000,0,0.092000,0.001400,-0.001400,0,0.077000,0.300000,-0.042000,0,885,53,-280,0,G3 V,5939.00,54.00,-120.00,0,1.14,0.04,-0.09,0,18h42m40.11s,280.6671392,+06d13m09.00s,6.2191669,627.1580000,11.1870000,-10.8080000,13.8200000,0.1140000,-0.1140000,2014-08-21
CoRoT-23 b,CoRoT-23,1,1,1,Transit,2011,3.63130000,0.00010000,-0.00010000,0,0.048000,0.004000,-0.004000,0,0.160000,0.020000,-0.020000,0,1660,,,0,G0 V,5900.00,100.00,-100.00,0,1.61,0.18,-0.18,0,18h39m07.84s,279.7826586,+04d21m27.91s,4.3577516,1060.9700000,45.4700000,-41.9400000,15.6750000,0.2060000,-0.2060000,2014-05-14
CoRoT-24 b,CoRoT-24,1,1,2,Transit,2014,5.11340000,0.00060000,-0.00060000,0,0.056000,0.002000,-0.002000,0,0.000000,,,0,1070,140,-140,0,K1 V,4950.00,150.00,-150.00,0,0.86,0.09,-0.09,0,06h47m41.41s,101.9225430,-03d43m09.44s,-3.7192892,591.5550000,16.0430000,-15.2320000,15.3830000,0.1140000,-0.1140000,2018-05-31
CoRoT-24 c,CoRoT-24,1,1,2,Transit,2014,11.75900000,0.00630000,-0.00630000,0,0.098000,0.003000,-0.003000,0,0.000000,,,0,850,80,-80,0,K1 V,4950.00,150.00,-150.00,0,0.86,0.09,-0.09,0,06h47m41.41s,101.9225430,-03d43m09.44s,-3.7192892,591.5550000,16.0430000,-15.2320000,15.3830000,0.1140000,-0.1140000,2014-06-11
CoRoT-25 b,CoRoT-25,1,1,1,Transit,2013,4.86069000,0.00006000,-0.00006000,0,0.057800,0.002000,-0.000900,0,0.000000,,,0,1330,80,-40,0,F9,6040.00,90.00,-90.00,0,1.19,0.14,-0.03,0,18h42m31.12s,280.6296561,+06d30m49.76s,6.5138223,1103.4800000,44.2800000,-41.0500000,14.7900000,0.1720000,-0.1720000,2014-05-14
CoRoT-26 b,CoRoT-26,1,1,1,Transit,2013,4.20474000,0.00005000,-0.00005000,0,0.052600,0.001000,-0.001000,0,0.000000,,,0,1600,80,-70,0,G5,5590.00,100.00,-100.00,0,1.79,0.18,-0.09,0,18h39m00.12s,279.7504991,+06d58m11.22s,6.9697828,1045.1800000,,,15.8610000,0.1950000,-0.1950000,2014-05-14
CoRoT-27 b,CoRoT-27,1,1,1,Transit,2014,3.57532000,0.00006000,-0.00006000,0,0.047600,0.006600,-0.006600,0,0.065000,,,1,1500,130,-130,0,G2,5900.00,120.00,-120.00,0,1.08,0.18,-0.06,0,18h33m59.00s,278.4958319,+05d32m18.17s,5.5383811,1010.2800000,69.2600000,-61.0360000,15.7740000,0.1030000,-0.1030000,2014-05-14
CoRoT-28 b,CoRoT-28,1,1,1,Transit,2015,5.20851000,0.00038000,-0.00038000,0,0.060300,0.005000,-0.005000,0,0.047000,0.055000,-0.038000,0,,,,,G8/9 IV,5150.00,100.00,-100.00,0,1.78,0.11,-0.11,0,18h34m45.20s,278.6883216,+05d34m25.29s,5.5736911,766.1830000,14.6850000,-14.1520000,13.7830000,0.0690000,-0.0690000,2015-04-16
CoRoT-29 b,CoRoT-29,1,1,1,Transit,2015,2.85057000,0.00000600,-0.00000600,0,0.038600,0.005900,-0.005900,0,0.082000,0.081000,-0.081000,0,,,,,K0 V,5260.00,100.00,-100.00,0,0.90,0.12,-0.12,0,18h35m36.50s,278.9020691,+06d28m46.45s,6.4795703,806.5070000,44.0270000,-39.7600000,15.4080000,0.1260000,-0.1260000,2015-04-16
CoRoT-3 b,CoRoT-3,1,1,1,Transit,2008,4.25680000,0.00000500,-0.00000500,0,,,,,0.000000,,,0,,,,,F3 V,6740.00,140.00,-140.00,0,1.56,0.09,-0.09,0,19h28m13.27s,292.0552827,+00d07m18.61s,0.1218359,768.7710000,30.7910000,-28.5450000,13.4480000,0.0690000,-0.0690000,2014-05-14
CoRoT-30 b,CoRoT-30,1,1,1,Transit,2020,9.06005000,0.00024000,-0.00024000,0,0.084400,0.001200,-0.001200,0,0.007000,0.031000,-0.031000,0,,,,,G3 V,5650.00,100.00,-100.00,0,0.91,0.09,-0.03,0,18h30m24.28s,277.6011767,+06d50m09.36s,6.8359338,1032.2300000,48.5700000,-44.4670000,15.5710000,0.1260000,-0.1260000,2020-04-16
CoRoT-31 b,CoRoT-31,1,1,1,Transit,2020,4.62941000,0.00075000,-0.00075000,0,0.058600,0.003400,-0.003400,0,0.020000,0.160000,-0.160000,0,,,,,G2 IV,5700.00,120.00,-120.00,0,2.15,0.56,-0.66,0,06h19m16.98s,94.8207350,-04d25m20.27s,-4.4222978,2005.7600000,169.7900000,-145.7100000,15.4790000,0.3090000,-0.3090000,2020-04-16
CoRoT-35 b,CoRoT-35,1,1,1,Transit,2022,3.22748000,0.00008000,-0.00008000,0,0.042900,0.000920,-0.000920,0,0.000000,,,0,1747,62,-62,0,F6 V,6390.00,130.00,-130.00,0,1.65,0.10,-0.11,0,19h17m15.44s,289.3143526,-02d46m28.95s,-2.7747085,1123.2100000,55.9000000,-50.9200000,15.6350000,0.2290000,-0.2290000,2022-08-01
CoRoT-36 b,CoRoT-36,1,1,1,Transit,2022,5.61653100,0.00002300,-0.00002300,0,0.066000,0.007000,-0.007000,0,0.000000,,,0,1567,35,-35,0,F3 V,6730.00,140.00,-140.00,0,1.52,0.20,-0.10,0,18h31m00.24s,277.7510149,+07d11m00.05s,7.1833465,925.9580000,27.7960000,-26.2470000,13.1260000,0.0690000,-0.0690000,2022-08-01
CoRoT-4 b,CoRoT-4,1,1,1,Transit,2008,9.20205000,0.00037000,-0.00037000,0,0.090000,0.001000,-0.001000,0,0.000000,0.100000,-0.100000,0,1074,19,-19,0,,6190.00,60.00,-60.00,0,1.17,0.01,-0.03,0,06h48m46.71s,102.1946233,-00d40m22.03s,-0.6727861,726.4120000,15.1810000,-14.5820000,13.6520000,0.0920000,-0.0920000,2014-05-14
CoRoT-5 b,CoRoT-5,1,1,1,Transit,2009,4.03789620,0.00000190,-0.00000190,0,0.049470,0.000260,-0.000290,0,0.090000,0.090000,-0.040000,0,1438,39,-39,0,F9 V,6100.00,65.00,-65.00,0,1.19,0.04,-0.04,0,06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163,882.4720000,25.6200000,-25.6200000,14.0430000,0.1490000,-0.1490000,2014-05-14
CoRoT-6 b,CoRoT-6,1,1,1,Transit,2009,8.88659300,0.00000400,-0.00000400,0,0.085500,0.001500,-0.001500,0,0.100000,,,1,1017,19,-19,0,F9 V,6090.00,70.00,-70.00,0,1.02,0.03,-0.03,0,18h44m17.41s,281.0725563,+06d39m47.54s,6.6632062,645.2940000,12.4530000,-11.9970000,13.9610000,0.0690000,-0.0690000,2014-05-14
CoRoT-7 b,CoRoT-7,1,1,3,Transit,2009,0.85359163,0.00000001,-0.00000001,0,,,,,0.000000,,,0,,,,,,5275.00,75.00,-75.00,0,0.83,0.04,-0.04,0,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.9060000,0.9170000,-0.9060000,11.7280000,0.0270000,-0.0270000,2020-11-19
CoRoT-7 c,CoRoT-7,1,1,3,Radial Velocity,2009,3.69800000,0.00300000,-0.00300000,0,0.046000,,,0,0.000000,,,0,,,,,,5256.00,91.33,-130.85,0,0.86,0.05,-0.04,0,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.9060000,0.9170000,-0.9060000,11.7280000,0.0270000,-0.0270000,2015-09-10
CoRoT-7 d,CoRoT-7,1,1,3,Radial Velocity,2022,8.96600000,1.54600000,-1.54600000,0,,,,,,,,,,,,,G9 V,5250.00,60.00,-60.00,0,,,,,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.9060000,0.9170000,-0.9060000,11.7280000,0.0270000,-0.0270000,2022-08-16
CoRoT-8 b,CoRoT-8,1,1,1,Transit,2010,6.21229000,0.00003000,-0.00003000,0,0.063000,0.001000,-0.001000,0,0.000000,,,0,,,,,K1 V,5080.00,80.00,-80.00,0,0.77,0.02,-0.02,0,19h26m21.26s,291.5885696,+01d25m34.67s,1.4262972,322.0370000,2.7140000,-2.7140000,14.7920000,0.0340000,-0.0340000,2014-05-14
CoRoT-9 b,CoRoT-9,1,2,1,Transit,2009,95.27265600,0.00006800,-0.00006800,0,0.402100,0.005400,-0.005400,0,0.133000,0.042000,-0.037000,0,420,16,-16,0,,5625.00,80.00,-80.00,0,0.96,0.06,-0.06,0,18h43m08.80s,280.7866461,+06d12m14.68s,6.2040783,412.9800000,4.7250000,-4.6220000,13.6370000,0.1370000,-0.1370000,2017-12-14
CoRoTID 223977153 b,CoRoTID 223977153,1,1,1,Transit,2017,6.71837000,0.00001000,-0.00001000,0,0.071000,0.001000,-0.001000,0,,,,,938,65,-52,0,G0 VI,5970.00,100.00,-100.00,0,0.79,0.08,-0.09,0,06h40m46.84s,100.1951714,+09d15m26.62s,9.2573953,576.6830000,10.4360000,-10.4360000,13.6260000,0.1490000,-0.1490000,2017-09-15
DE CVn b,DE CVn,1,2,1,Eclipse Timing Variations,2018,4098.10000000,131.50000000,-131.50000000,0,5.750000,2.020000,-2.020000,0,0.000000,,,0,,,,,,,,,,,,,,13h26m52.97s,201.7207198,+45d32m43.96s,45.5455449,30.5225000,0.0284000,-0.0285000,12.9560000,0.0230000,-0.0230000,2019-07-11
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,1,Astrometry,2013,246.36000000,1.38000000,-1.35000000,0,0.360000,0.010000,-0.010000,0,0.345000,0.068000,-0.064000,0,,,,,L1.5,,,,,,,,,08h23m02.90s,125.7620668,-49d12m01.08s,-49.2003008,,,,,,,2014-05-14
DH Tau b,DH Tau,1,1,1,Imaging,2004,,,,,330.000000,,,0,,,,,,,,,M0.5,,,,,0.27,0.07,-0.07,0,04h29m41.56s,67.4231674,+26d32m57.80s,26.5493897,134.8460000,1.2820000,-1.2580000,13.9800000,1.1330000,-1.1330000,2014-05-14
DMPP-1 b,DMPP-1,1,1,4,Radial Velocity,2019,18.57000000,0.01000000,-0.01000000,0,0.146200,0.001200,-0.001200,0,0.083000,,,1,877,,,0,F8 V,6196.00,29.00,-29.00,0,1.26,0.02,-0.02,0,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388000,0.1782000,-0.1773000,7.9800000,0.0300000,-0.0300000,2020-01-30
DMPP-1 c,DMPP-1,1,1,4,Radial Velocity,2019,6.58400000,0.00300000,-0.00200000,0,0.073300,0.000600,-0.000700,0,0.057000,,,1,1239,,,0,F8 V,6196.00,29.00,-29.00,0,1.26,0.02,-0.02,0,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388000,0.1782000,-0.1773000,7.9800000,0.0300000,-0.0300000,2020-01-30
DMPP-1 d,DMPP-1,1,1,4,Radial Velocity,2019,2.88200000,0.00100000,-0.00100000,0,0.042200,0.000400,-0.000300,0,0.070000,,,1,1632,,,0,F8 V,6196.00,29.00,-29.00,0,1.26,0.02,-0.02,0,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388000,0.1782000,-0.1773000,7.9800000,0.0300000,-0.0300000,2020-01-30
DMPP-1 e,DMPP-1,1,1,4,Radial Velocity,2019,5.51600000,0.00200000,-0.00400000,0,0.065100,0.000500,-0.000500,0,0.070000,,,1,1314,,,0,F8 V,6196.00,29.00,-29.00,0,1.26,0.02,-0.02,0,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388000,0.1782000,-0.1773000,7.9800000,0.0300000,-0.0300000,2020-01-30
DMPP-2 b,DMPP-2,1,1,1,Radial Velocity,2019,5.20720000,0.00020000,-0.00550000,0,0.066400,0.000500,-0.000500,0,0.078000,,,0,1000,,,0,F5 V,6500.00,100.00,-100.00,0,1.78,0.09,-0.09,0,01h49m37.86s,27.4077310,-34d27m32.75s,-34.4590985,137.9400000,0.6810000,-0.6750000,8.5700000,0.0300000,-0.0300000,2020-01-30
DMPP-3 A b,DMPP-3 A,1,2,1,Radial Velocity,2019,6.67320000,0.00110000,-0.00030000,0,0.066200,0.001300,-0.001300,0,0.140000,0.091000,-0.053000,0,854,,,0,K0 V,5138.00,99.00,-99.00,0,0.91,0.02,-0.02,0,06h06m29.85s,91.6243820,-72d30m45.6s,-72.5126648,45.2300000,1.6000000,-1.7200000,,,,2020-01-30
DMPP-4 b,DMPP-4,1,1,1,Radial Velocity,2023,3.49820000,0.00220000,-0.23270000,0,0.048530,0.000360,-0.001970,0,0.063000,,,1,,,,,F5-F8 V,6400.00,50.00,-50.00,0,1.38,0.01,-0.01,0,19h34m19.84s,293.5826648,+51d14m08.90s,51.2358069,25.3284000,0.0382000,-0.0380000,5.7293600,0.0230000,-0.0230000,2023-08-07
DP Leo b,DP Leo,1,2,1,Eclipse Timing Variations,2009,10220.00000000,730.00000000,-730.00000000,0,8.190000,0.390000,-0.390000,0,0.390000,0.130000,-0.130000,0,,,,,,,,,,,,,,11h17m15.89s,169.3162193,+17d57m41.66s,17.9615717,305.6840000,33.5540000,-27.6040000,18.6837000,0.0496000,-0.0496000,2014-05-14
DS Tuc A b,DS Tuc A,1,2,1,Transit,2019,8.13826800,0.00001100,-0.00001100,0,,,,,0.000000,,,0,850,,,0,G6 V,5428.00,80.00,-80.00,0,0.96,0.03,-0.03,0,23h39m39.71s,354.9154673,-69d11m45.75s,-69.1960430,44.0622000,0.0693000,-0.0691000,8.1700000,0.0300000,-0.0300000,2019-07-11
EPIC 201170410.02,EPIC 201170410,1,1,1,Transit,2020,6.79870000,0.00010000,-0.00010000,0,0.034900,0.002700,-0.002200,0,0.000000,,,0,,,,,,3648.00,172.00,-143.00,0,0.28,0.07,-0.07,0,11h20m33.81s,170.1408561,-04d48m25.21s,-4.8070039,,,,17.6984000,0.0471000,-0.0471000,2020-11-19
EPIC 201238110 b,EPIC 201238110,1,1,1,Transit,2019,28.16560000,0.00270000,-0.00280000,0,,,,,,,,,,,,,,,,,,,,,,11h58m49.40s,179.7058532,-03d23m22.06s,-3.3894613,159.2590000,1.4140000,-1.3900000,16.0140000,1.1330000,-1.1330000,2019-06-13
EPIC 201427007 b,EPIC 201427007,1,1,1,Transit,2021,0.72091000,0.00014000,-0.00014000,0,,,,,,,,,,,,,,5633.00,111.00,-111.00,0,0.94,0.09,-0.09,0,12h18m24.51s,184.6021322,-00d33m04.64s,-0.5512886,706.3910000,16.7900000,-16.7900000,14.3210000,0.1720000,-0.1720000,2021-10-25
EPIC 201497682 b,EPIC 201497682,1,1,1,Transit,2019,2.13174000,0.00022000,-0.00022000,0,,,,,,,,,,,,,,,,,,,,,,11h15m44.80s,168.9366786,+00d29m17.02s,0.4880606,253.0260000,1.6640000,-1.6640000,13.9480000,0.1830000,-0.1830000,2019-06-13
EPIC 201595106 b,EPIC 201595106,1,1,1,Transit,2021,0.87721400,0.00006000,-0.00006000,0,,,,,,,,,,,,,,5820.00,20.00,-20.00,0,0.93,0.06,-0.06,0,12h14m52.89s,183.7203635,+01d58m05.41s,1.9681688,232.1000000,2.7060000,-2.6460000,11.7460000,0.0690000,-0.0690000,2021-10-25
